eastwest,german,sex,age,agec,dg10,dg03,educ,isced97,iscd11,work,isco08,siops08,isei08,dw15,dw16,dw19c,dw03,mstat,dp01,di01a,di02a,incc,di01b,di02b,di05,di06,hhincc,dh01,dh11,aq01,gs01,gd01,gd02,dg13,dg08,dg09,dg11,ls01,id02,id01,im01,im17,im18,im19,im20,im21,iw04,pd11,pi07,pi01,pi02,lp03,lp04,lp05,lp06,hs01,hs04,hs05,hs06,hs07,hs09,land,bik,gkpol
1,1,2,39,2,8,4,5,5,7,2,2330,62.63,82.41,32,1,NA,NA,1,NA,2300,NA,16,5500,NA,5500,NA,23,1,3,7,3,2012,9,1,2,NA,2,8,4,3,NA,3,3,2,3,3,2,1,NA,1,2,1,2,1,1,2,NA,NA,NA,NA,NA,50,5,4
1,1,2,60,4,8,4,3,3,3,3,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,7,4,NA,NA,NA,NA,NA,NA,8,4,3,2,1,1,3,4,3,1,1,2,1,3,1,2,1,1,2,4,4,1,2,4,50,7,3
2,1,2,39,2,15,1,5,4,4,1,3313,43.81,55.25,38,3,NA,NA,5,2,NA,10,10,NA,NA,NA,10,10,2,NA,7,3,9000,39,NA,NA,2,2,7,2,2,1,3,3,3,3,3,2,2,1,1,1,1,1,1,1,2,1,2,3,4,2,140,5,3
1,1,2,60,4,1,4,5,5,7,2,2512,51,74.66,32,1,NA,NA,1,NA,3800,NA,20,11000,NA,11000,NA,26,1,1,7,2,1994,27,1,2,NA,2,9,5,4,2,3,4,2,3,3,2,1,2,2,NA,2,2,2,2,1,5,5,2,2,4,80,10,6
2,1,2,82,5,15,1,2,5,5,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,9,9,NA,16,NA,16,16,1,1,7,3,1958,63,1,NA,2,2,8,3,1,NA,4,4,1,2,4,1,2,NA,1,2,1,2,1,1,3,NA,NA,NA,NA,NA,140,7,4
1,1,2,55,3,2,4,2,3,3,1,3359,54.64,64.4,40.1,1,3,NA,4,2,NA,14,14,NA,NA,NA,14,14,2,NA,4,4,NA,NA,NA,NA,NA,NA,5,3,2,2,2,2,4,4,4,1,2,1,1,2,1,NA,1,1,2,2,2,3,3,2,90,4,3
1,1,1,79,5,10,4,5,5,7,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,18,18,NA,NA,NA,NA,NA,1,1,7,2,2000,21,2,2,NA,1,9,4,3,2,3,2,4,4,4,1,2,2,1,3,1,2,2,2,2,5,5,1,2,5,60,10,4
2,1,2,67,4,17,1,5,5,7,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,12,12,NA,19,NA,19,19,1,1,4,1,NA,NA,NA,NA,NA,NA,9,3,3,1,3,4,2,2,2,2,1,1,1,2,2,2,2,2,2,5,4,2,2,5,160,8,6
1,1,2,33,2,2,4,3,3,3,2,4132,45,40.56,26.5,1,NA,NA,1,NA,NA,9,9,NA,22,NA,22,22,1,3,5,2,2014,7,5,2,NA,2,6,3,2,2,3,2,3,3,3,1,2,1,1,2,1,1,2,1,3,2,3,4,5,3,60,3,3
1,1,2,51,3,2,4,3,3,3,2,5223,42.78,28.48,16,1,NA,NA,1,NA,600,NA,6,NA,19,NA,19,19,1,3,7,4,1996,25,1,2,NA,2,8,3,3,NA,3,3,3,3,3,2,1,NA,2,NA,1,2,1,2,1,NA,NA,NA,NA,NA,90,4,3
2,1,2,42,2,14,1,3,3,3,1,5120,30.98,24.53,40,1,6,NA,1,NA,NA,11,11,NA,18,NA,18,18,1,3,7,4,NA,NA,NA,NA,NA,NA,8,3,2,1,2,4,2,2,3,1,1,2,1,2,1,1,1,1,3,2,3,4,4,3,130,3,1
1,1,2,55,3,8,4,3,3,3,2,5211,36.69,28.84,24,1,NA,NA,1,NA,NA,13,13,NA,19,NA,19,19,1,2,7,3,NA,NA,NA,NA,NA,NA,8,3,NA,2,2,3,2,NA,3,2,2,1,1,1,1,2,1,1,3,3,5,2,3,5,50,6,5
1,1,2,59,3,8,4,5,5,7,1,2133,62.66,80.46,39,1,NA,NA,5,1,3300,NA,19,NA,NA,3300,NA,19,2,NA,4,1,NA,NA,NA,NA,NA,NA,7,3,3,2,4,2,3,3,4,2,1,2,1,2,1,2,2,2,2,2,5,2,3,5,50,10,7
2,1,1,63,4,95,NA,2,3,3,1,8211,39.34,27.91,40,1,NA,NA,1,NA,NA,12,12,NA,18,NA,18,18,1,1,7,3,1989,32,1,NA,1,2,7,3,2,1,1,1,4,2,4,1,1,2,1,2,1,2,1,1,3,4,4,2,3,4,150,5,3
2,1,1,73,4,15,1,2,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,11,11,NA,19,NA,19,19,1,1,7,2,1968,53,1,NA,2,2,10,3,3,NA,3,4,1,2,3,1,1,NA,1,2,2,2,1,1,3,NA,NA,NA,NA,NA,140,8,6
1,1,2,63,4,2,4,5,5,5,2,2424,55.8,70.09,25,1,3,NA,1,NA,2000,NA,15,3800,NA,3800,NA,20,1,1,7,4,NA,NA,NA,NA,NA,NA,8,3,3,2,4,4,3,3,3,2,2,2,1,3,2,2,2,2,4,3,3,2,3,4,90,9,2
2,1,1,62,4,15,1,5,5,7,1,2212,78.01,81.92,42,NA,NA,NA,1,NA,NA,22,22,NA,23,NA,23,23,1,1,7,4,1989,32,1,NA,2,1,8,3,2,NA,2,4,4,4,4,4,4,NA,1,2,2,2,1,1,2,NA,NA,NA,NA,NA,140,4,3
1,1,2,34,2,7,4,5,4,4,2,NA,NA,NA,20,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,7,NA,NA,NA,NA,2,NA,2,9,3,3,NA,3,3,4,4,2,2,1,NA,1,2,2,2,2,2,1,NA,NA,NA,NA,NA,30,4,4
1,1,1,39,2,8,4,4,4,4,1,NA,NA,NA,37.5,1,NA,NA,1,NA,NA,11,11,NA,11,NA,11,11,1,3,4,1,9000,39,NA,1,NA,1,6,2,1,NA,4,2,3,4,4,2,2,NA,1,1,1,2,1,2,2,NA,NA,NA,NA,NA,50,10,6
1,1,2,27,1,16,2,5,5,7,2,2310,78.16,85.41,40,3,NA,NA,4,2,NA,14,14,NA,NA,NA,14,14,2,NA,4,1,2019,2,6,1,NA,1,7,3,2,2,2,2,3,4,4,1,2,2,1,3,2,2,2,2,1,2,2,3,3,2,100,8,6
1,2,1,25,1,10,4,4,4,4,1,7421,44.15,43.76,39,1,NA,NA,5,2,NA,14,14,NA,NA,NA,NA,NA,1,4,7,2,9000,25,NA,2,NA,1,6,3,2,1,3,3,3,2,2,1,2,2,1,3,1,1,1,1,2,2,2,4,3,2,100,8,6
1,1,1,22,1,1,4,5,3,3,4,NA,NA,NA,NA,NA,NA,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,1,2019,2,3,1,NA,1,7,3,3,NA,1,1,2,3,4,1,2,NA,1,3,1,2,1,1,2,NA,NA,NA,NA,NA,80,10,7
2,1,2,29,1,16,1,3,3,3,1,3334,49,62.39,38,1,NA,NA,5,1,1750,NA,14,3650,NA,3650,NA,20,1,2,7,3,9000,29,NA,NA,2,2,8,3,3,2,2,3,3,2,2,3,1,1,1,2,1,2,1,1,2,3,3,3,3,3,150,7,5
1,1,1,59,3,4,4,5,5,7,1,3324,55,61.18,40,1,NA,NA,1,NA,NA,24,24,NA,24,NA,24,24,1,2,7,1,2002,19,5,NA,NA,1,8,4,3,2,3,4,1,3,3,2,1,1,1,2,2,2,1,2,3,4,4,2,3,5,111,10,7
1,NA,1,32,2,95,NA,5,3,3,1,5321,29,26.64,40,1,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,2,NA,NA,3,1,2,1,1,3,1,2,NA,NA,2,2,3,4,3,4,20,10,7
1,1,2,47,3,1,4,3,3,3,1,4110,42.09,43.33,39.5,1,2,NA,4,1,NA,14,14,5000,NA,5000,NA,23,1,1,6,4,2020,1,4,2,NA,1,8,3,2,2,3,4,3,2,2,3,2,1,1,2,1,2,1,1,3,3,4,2,2,5,90,9,2
1,1,2,67,4,95,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,6,6,NA,6,NA,6,6,1,2,6,4,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,2,2,2,1,1,1,NA,NA,NA,2,2,1,2,4,5,3,5,5,4,50,5,4
1,1,1,21,1,1,4,4,4,4,1,7233,42.17,31.72,37.5,1,NA,NA,5,2,NA,17,17,NA,NA,NA,NA,NA,1,1,7,4,9000,21,NA,2,NA,2,7,3,3,1,1,2,3,3,3,2,2,2,1,3,1,2,1,1,1,4,4,1,2,5,80,7,3
1,1,1,67,4,9,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,12,12,NA,15,NA,15,15,1,1,7,4,1998,23,1,2,NA,2,5,2,2,2,3,3,4,3,4,3,2,1,1,2,1,1,1,1,2,4,3,3,4,4,70,4,1
1,1,1,62,4,8,4,2,3,3,1,3122,45.94,40.54,60,1,NA,NA,1,NA,NA,23,23,NA,24,NA,24,24,1,1,7,4,1980,41,1,1,NA,2,7,4,3,2,2,2,3,3,3,2,1,2,1,2,1,2,1,1,3,3,2,3,3,2,50,7,3
1,1,2,60,4,8,4,3,3,3,3,NA,NA,NA,NA,NA,NA,4,1,NA,250,NA,2,2500,NA,2500,NA,17,1,1,7,3,NA,NA,NA,NA,NA,NA,10,3,3,2,3,2,3,4,3,2,1,2,1,3,1,2,1,2,3,3,5,2,2,5,50,7,3
1,1,1,70,4,6,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,16,16,NA,16,NA,16,16,1,1,7,4,9000,70,NA,2,NA,2,7,2,4,NA,1,1,2,3,3,1,1,NA,1,2,1,1,1,1,3,NA,NA,NA,NA,NA,60,9,3
2,1,2,52,3,14,1,4,5,6,4,NA,NA,NA,NA,NA,NA,4,4,1,NA,NA,NA,NA,19,NA,19,19,1,1,4,1,2001,20,1,NA,1,1,7,2,2,NA,2,2,3,3,4,1,3,NA,1,3,1,2,1,1,3,NA,NA,NA,NA,NA,112,10,7
1,1,1,44,2,95,NA,2,2,2,1,8344,28,18.08,40,1,5,NA,1,NA,1814,NA,14,1814,NA,1814,NA,14,1,4,3,3,NA,NA,NA,NA,NA,NA,7,2,3,1,2,3,1,1,2,1,2,1,1,2,1,2,1,1,2,3,4,2,3,5,50,9,5
1,1,1,35,2,6,4,3,5,5,1,7126,34.01,29.16,40,1,NA,NA,1,NA,NA,16,16,NA,23,NA,23,23,1,1,4,3,NA,NA,NA,NA,NA,NA,7,3,3,2,3,3,2,3,3,1,1,1,1,3,1,1,1,1,2,3,4,2,3,5,60,9,3
1,1,1,40,2,3,4,5,4,4,1,3322,47,57.03,38.5,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,1,9000,40,NA,1,NA,1,6,2,2,NA,2,2,4,3,4,1,2,NA,1,3,1,2,1,1,2,NA,NA,NA,NA,NA,111,10,7
1,1,2,60,4,6,4,5,5,7,1,3119,46,51.35,38.5,3,NA,NA,5,2,NA,16,16,NA,20,NA,20,20,1,1,7,5,1964,57,5,2,NA,1,5,3,2,2,2,3,3,4,4,1,1,2,1,3,1,2,1,2,3,3,3,3,1,4,60,4,3
2,1,2,37,2,17,1,5,5,7,2,2269,65.8,75.43,25,2,NA,NA,1,NA,1000,NA,9,6000,NA,6000,NA,24,1,2,4,1,NA,NA,NA,NA,NA,NA,2,4,1,2,2,3,3,3,3,2,2,2,1,3,1,1,2,1,4,1,1,4,4,4,140,10,7
1,1,2,62,4,2,4,4,5,5,2,3221,44,56,38,1,NA,NA,5,2,2600,NA,17,2600,NA,2600,NA,17,1,1,4,5,1993,28,2,2,NA,1,8,3,3,2,3,1,3,4,4,1,1,2,1,3,2,2,2,2,2,3,4,2,2,4,90,7,3
1,1,1,47,3,4,4,5,5,7,1,2320,57,72.3,40.5,1,NA,NA,5,2,3300,NA,19,NA,NA,3300,NA,19,2,NA,5,3,2011,10,4,2,NA,2,7,3,3,NA,2,3,3,2,2,1,1,NA,1,2,2,2,2,2,1,NA,NA,NA,NA,NA,30,5,4
2,1,1,41,2,14,1,3,3,3,1,5412,40.89,51.5,40,1,NA,NA,1,NA,NA,21,21,NA,23,NA,23,23,1,3,7,4,NA,NA,NA,NA,NA,NA,9,3,3,2,2,3,3,2,3,1,1,1,1,2,2,2,1,1,2,3,4,3,3,5,130,3,1
2,1,1,42,2,15,1,5,4,4,1,2166,63.19,79.74,40,1,NA,NA,5,2,NA,15,15,NA,15,NA,15,15,1,2,4,1,NA,NA,NA,NA,NA,NA,8,3,3,1,3,3,3,3,2,2,1,2,1,3,2,2,2,2,3,3,2,3,4,3,140,10,7
1,1,2,64,4,7,4,NA,5,7,1,2355,62.28,68.88,60,NA,NA,NA,4,1,NA,20,20,NA,22,NA,22,22,1,1,5,2,1987,34,1,2,NA,1,8,4,2,NA,2,3,3,3,4,1,2,NA,1,2,1,2,2,1,1,NA,NA,NA,NA,NA,80,7,3
1,1,1,52,3,7,4,2,5,5,1,3123,45.94,37.83,50,1,NA,NA,1,NA,NA,16,16,NA,18,NA,18,18,1,3,7,4,NA,NA,NA,NA,NA,NA,4,2,2,2,1,1,3,3,4,3,4,1,1,1,1,1,1,1,4,2,2,1,2,2,30,5,3
1,1,1,53,3,6,4,5,5,7,1,1330,61.15,78.86,45,1,NA,NA,1,NA,5100,NA,23,6400,NA,6400,NA,24,1,3,7,3,2003,18,2,2,NA,1,9,4,3,2,3,3,4,4,3,2,1,2,1,2,1,2,2,1,1,2,3,3,2,5,70,8,3
2,1,1,37,2,12,1,3,3,3,1,3322,47,57.03,50,NA,NA,NA,5,1,NA,22,22,NA,NA,NA,22,22,2,NA,4,3,NA,NA,NA,NA,NA,NA,6,4,NA,NA,3,3,2,3,4,2,2,1,1,2,1,1,1,2,2,2,4,3,2,5,120,9,4
1,1,2,64,4,2,4,3,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,7,7,NA,18,NA,18,18,1,1,5,4,2001,20,4,2,NA,2,8,3,3,NA,2,1,2,2,3,2,1,NA,1,3,1,2,1,2,3,NA,NA,NA,NA,NA,90,1,1
1,1,2,45,3,95,NA,5,5,7,2,5321,29,26.64,10,2,NA,NA,2,1,NA,4,4,NA,NA,NA,NA,NA,1,3,3,3,NA,NA,NA,NA,NA,NA,6,NA,2,2,2,2,3,3,3,1,2,1,1,2,1,1,1,2,2,3,3,2,2,3,50,6,5
1,1,1,32,2,4,4,5,5,7,4,NA,NA,NA,NA,NA,NA,3,5,1,432,NA,4,2400,NA,2400,NA,16,1,1,4,1,2014,7,1,2,NA,2,5,1,3,2,4,3,4,4,3,1,2,2,1,2,1,2,2,1,3,3,4,2,3,4,40,10,7
2,1,2,33,2,1,3,5,5,6,1,3343,48.81,54.55,39,1,NA,NA,6,NA,NA,16,16,NA,23,NA,23,23,1,1,7,2,NA,NA,NA,NA,NA,NA,7,3,2,2,1,2,3,4,4,1,3,1,1,2,1,1,1,1,3,3,5,2,2,5,120,9,4
1,1,2,23,1,7,4,4,4,4,1,3412,49,52.72,41.2,1,2,NA,5,1,NA,14,14,NA,15,NA,15,15,1,1,4,4,NA,NA,NA,NA,NA,NA,6,2,3,NA,3,1,3,3,3,1,2,2,1,3,NA,2,NA,NA,3,2,3,3,3,4,30,7,3
2,1,2,71,4,17,1,4,5,6,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,11,11,NA,18,NA,18,18,1,1,7,2,9000,71,NA,NA,2,2,10,3,2,NA,4,3,3,4,2,2,1,NA,1,1,2,2,1,1,2,NA,NA,NA,NA,NA,160,NA,5
2,1,2,72,4,14,1,3,5,5,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,7,7,NA,14,NA,14,14,1,1,7,4,1996,25,1,NA,2,2,10,3,3,1,4,4,1,3,3,1,1,2,1,3,1,2,1,1,2,5,5,3,2,5,130,1,1
1,1,2,59,3,9,4,3,2,2,4,NA,NA,NA,NA,NA,NA,6,5,2,NA,8,8,NA,NA,NA,8,8,2,NA,4,4,2008,13,2,2,NA,2,9,3,3,1,1,1,4,4,2,1,1,2,1,3,2,2,2,1,2,4,4,2,3,4,90,9,2
1,1,2,66,4,7,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,1300,NA,11,2500,NA,2500,NA,17,1,1,7,4,1974,47,1,2,NA,1,8,3,2,NA,2,3,2,3,4,2,2,NA,1,2,2,2,2,2,4,NA,NA,NA,NA,NA,30,NA,4
2,1,2,70,4,15,1,3,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,7,7,NA,8,NA,8,8,1,1,4,3,1976,45,1,NA,2,2,5,3,2,1,2,4,2,1,2,1,2,2,1,3,1,1,2,1,3,3,3,2,3,4,140,NA,NA
1,1,2,41,2,6,4,5,6,8,1,2633,56.3,83.81,40,NA,4,NA,5,2,NA,20,20,NA,NA,NA,20,20,2,NA,4,1,NA,NA,NA,NA,NA,NA,8,4,4,2,2,1,4,4,4,1,1,2,1,3,2,NA,1,1,2,3,2,4,4,2,20,10,7
2,1,2,53,3,17,1,3,3,3,1,1120,64.51,70.34,45,NA,NA,NA,1,NA,NA,20,20,NA,23,NA,23,23,1,1,7,3,9000,53,NA,NA,2,2,10,4,4,NA,4,4,2,2,3,2,1,NA,1,2,2,2,2,1,2,NA,NA,NA,NA,NA,160,NA,5
1,1,2,51,3,7,4,5,5,7,1,2163,63.19,79.74,40,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,1,2,NA,4,3,NA,NA,NA,NA,NA,NA,7,3,3,1,3,3,4,4,3,1,2,2,1,3,1,2,NA,NA,2,3,4,2,3,5,50,8,6
2,1,1,47,3,17,1,2,3,3,1,7119,29.83,26.92,40,1,NA,NA,5,2,1700,NA,13,NA,NA,1700,NA,13,2,NA,4,3,NA,NA,NA,NA,NA,NA,8,2,3,2,1,3,2,2,2,1,1,2,2,NA,1,2,1,1,2,4,4,2,2,5,160,2,2
1,1,1,41,2,7,4,4,5,5,1,2149,55,78.69,40,1,NA,NA,1,NA,NA,20,20,NA,23,NA,23,23,1,1,4,1,NA,NA,NA,NA,NA,NA,9,2,3,1,4,3,2,2,2,3,1,2,1,2,2,2,2,2,3,3,4,2,2,5,50,10,7
1,1,2,75,5,1,4,2,2,2,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,13,13,NA,19,NA,19,19,1,1,4,4,2015,6,6,2,NA,1,9,3,2,2,2,2,3,3,4,1,1,2,1,2,2,2,1,1,3,5,3,2,2,5,80,9,3
1,1,2,49,3,95,NA,4,5,7,2,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,2,2,3,2,2,1,1,NA,2,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,20,10,7
1,1,1,66,4,6,4,4,5,5,4,NA,NA,NA,NA,NA,NA,2,4,2,2200,NA,15,NA,NA,2200,NA,15,2,NA,4,3,NA,NA,NA,NA,NA,NA,3,2,2,2,1,1,2,3,4,1,2,2,1,3,1,1,1,1,1,4,3,3,4,1,60,3,3
1,1,1,20,1,2,4,3,3,3,1,3112,52.72,59.35,43,1,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,4,NA,NA,NA,NA,NA,NA,8,2,3,NA,3,2,NA,3,2,1,3,NA,1,1,1,1,1,2,2,2,4,2,2,4,90,1,1
2,1,2,71,4,12,1,3,5,5,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,13,13,NA,18,NA,18,18,1,1,7,3,NA,NA,NA,NA,NA,NA,7,2,2,2,2,4,4,4,3,2,2,2,1,2,1,2,2,1,2,5,4,2,2,5,120,9,4
1,1,1,33,2,7,4,5,5,7,1,2352,62,70.89,45,1,NA,NA,5,1,NA,20,20,NA,22,NA,22,22,1,1,4,2,2017,4,3,2,NA,1,7,4,3,NA,2,4,3,3,3,1,1,NA,1,2,2,2,1,1,2,NA,NA,NA,NA,NA,50,10,6
2,1,1,66,4,15,1,3,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,8,8,NA,19,NA,19,19,1,1,6,1,1980,41,4,NA,2,2,9,3,3,NA,4,4,1,2,2,2,1,NA,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,140,10,7
1,1,2,53,3,95,NA,4,4,4,2,3212,54.58,57.37,30,1,NA,NA,1,NA,NA,13,13,NA,21,NA,21,21,1,2,7,2,NA,NA,NA,NA,NA,NA,8,3,2,2,3,2,2,2,3,2,2,1,1,2,NA,2,1,2,2,3,3,3,3,3,80,10,6
1,2,1,39,2,1,4,4,5,7,1,2512,51,74.66,50,3,NA,NA,5,2,NA,19,19,NA,NA,NA,19,19,2,NA,4,3,1992,29,6,2,NA,2,5,3,2,2,3,3,2,4,2,1,2,1,1,3,2,1,1,2,2,2,3,4,4,2,80,8,5
1,1,1,43,2,7,4,5,5,6,1,3321,46,60.29,40,1,NA,NA,1,NA,NA,18,18,NA,24,NA,24,24,1,2,6,1,NA,NA,NA,NA,NA,NA,8,4,3,1,3,3,2,NA,3,2,1,2,1,3,2,2,1,1,2,3,5,2,3,5,30,10,7
2,1,1,44,2,17,1,3,3,3,1,NA,NA,NA,40,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,NA,NA,NA,9,2,1,2,3,2,4,4,4,1,3,1,1,3,2,2,1,1,2,3,3,3,3,3,140,10,7
1,1,1,68,4,2,4,3,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,15,15,NA,24,NA,24,24,1,1,7,1,1976,45,1,2,NA,1,5,3,4,NA,2,3,3,2,4,3,2,NA,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,90,8,6
2,1,2,54,3,16,1,4,5,7,4,NA,NA,NA,NA,NA,NA,3,5,2,NA,7,7,NA,NA,NA,7,7,2,NA,4,1,2004,17,2,NA,1,1,9,3,1,2,3,4,3,3,3,2,1,2,1,3,2,2,1,1,2,4,4,2,2,5,150,8,6
2,1,1,59,3,16,1,3,3,3,4,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,12,NA,12,12,1,1,7,4,1996,25,1,NA,2,2,10,2,3,1,3,2,3,3,4,1,1,1,2,NA,2,2,2,2,2,5,5,2,2,5,150,5,3
1,1,1,54,3,8,4,3,5,5,2,NA,NA,NA,4,1,NA,NA,1,NA,130,NA,1,2200,NA,2200,NA,15,1,1,7,4,NA,NA,NA,NA,NA,NA,5,NA,NA,2,1,1,4,4,4,1,2,2,1,3,1,1,1,1,4,2,2,4,4,4,50,3,3
1,1,2,52,3,8,4,3,3,3,2,5223,42.78,28.48,12.5,NA,NA,NA,1,NA,NA,5,5,NA,12,NA,12,12,1,3,7,3,1994,27,1,2,NA,2,10,3,3,NA,2,3,2,3,4,2,1,NA,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,50,5,3
1,1,1,60,4,1,4,5,5,7,1,1120,64.51,70.34,50,NA,4,NA,4,1,3750,NA,20,NA,NA,3750,NA,20,2,NA,4,3,2018,3,4,1,NA,NA,5,4,3,2,3,4,3,4,4,2,1,1,1,2,2,2,2,2,2,3,4,3,3,3,80,7,3
2,1,NA,65,4,12,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,2,NA,4,4,NA,NA,NA,4,4,2,NA,3,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,1,1,4,4,4,1,4,2,1,3,1,1,1,1,NA,NA,NA,NA,4,3,112,10,7
2,1,2,59,3,14,1,4,5,6,2,3116,46,59.45,30,1,NA,NA,1,NA,NA,11,11,NA,15,NA,15,15,1,1,7,3,9000,59,NA,NA,2,2,9,3,3,2,3,3,3,3,3,1,1,2,1,2,1,1,1,1,2,5,5,1,1,4,130,2,2
1,1,1,54,3,11,4,3,5,5,1,3113,46,51.92,48,NA,NA,NA,5,2,2500,NA,17,NA,NA,2500,NA,17,2,NA,6,2,1972,49,1,1,NA,1,8,3,3,2,2,3,2,3,2,3,1,1,1,2,2,1,2,1,2,3,3,2,3,5,10,10,4
1,1,2,64,4,1,4,5,5,5,2,3255,49.87,53.15,10.5,1,NA,NA,1,NA,NA,4,4,NA,20,NA,20,20,1,1,7,3,2000,21,5,2,NA,1,8,4,4,2,3,2,2,3,3,2,2,2,2,NA,1,2,2,2,2,4,4,2,3,5,80,4,4
1,1,1,71,4,6,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,4,2,1120,NA,9,NA,NA,1120,NA,9,2,NA,3,1,NA,NA,NA,2,NA,2,3,2,3,2,2,2,3,3,3,2,2,2,1,3,1,2,1,2,5,4,2,4,5,2,60,10,7
1,1,1,77,5,8,4,2,3,3,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,7,4,1983,38,6,1,NA,2,5,2,2,NA,1,1,2,1,2,1,2,NA,1,3,1,1,1,1,5,NA,NA,NA,NA,NA,90,1,1
1,3,2,37,2,95,NA,NA,5,7,4,NA,NA,NA,NA,NA,NA,6,4,1,NA,8,8,NA,21,NA,21,21,1,3,6,1,2019,2,2,1,NA,1,7,2,3,NA,4,3,3,3,3,1,2,NA,1,2,2,2,2,2,1,NA,NA,NA,NA,NA,90,10,7
1,1,1,45,3,14,2,3,3,3,1,7522,39.99,25.23,40,1,2,NA,1,NA,NA,12,12,NA,18,NA,18,18,1,2,4,3,NA,NA,NA,NA,NA,NA,7,2,2,1,2,1,3,3,4,2,2,1,1,2,1,1,1,1,3,5,5,3,5,5,50,9,4
2,1,2,51,3,13,1,4,5,6,2,4311,34,50.37,20,1,NA,NA,1,NA,950,NA,8,8200,NA,8200,NA,25,1,1,7,2,NA,NA,NA,NA,NA,NA,9,3,3,2,2,2,4,3,4,1,2,2,1,3,1,1,1,1,1,4,5,2,2,5,120,7,6
1,1,1,32,2,1,4,5,5,7,1,2211,78.01,88.7,50,1,NA,NA,4,1,NA,20,20,NA,21,NA,21,21,1,1,4,3,NA,NA,NA,NA,NA,NA,8,5,3,1,3,2,3,3,3,3,1,1,1,2,2,2,2,1,2,3,3,3,4,5,30,7,3
1,1,2,36,2,9,4,2,3,3,1,4110,42.09,43.33,40,1,2,NA,5,2,NA,15,15,NA,NA,NA,15,15,2,NA,6,4,NA,NA,NA,NA,NA,NA,7,3,3,2,2,2,3,3,3,2,2,1,1,3,1,1,1,1,1,4,3,4,2,5,70,9,3
1,2,1,41,2,95,NA,2,3,3,1,7412,38,36.92,40,1,NA,NA,1,NA,NA,19,19,NA,21,NA,21,21,1,3,7,3,1988,33,6,2,NA,2,8,2,3,1,2,2,2,3,3,1,1,2,1,3,1,2,2,1,2,3,4,3,3,4,90,7,4
1,1,2,72,4,3,4,5,5,7,4,NA,NA,NA,NA,NA,NA,2,4,2,NA,15,15,NA,NA,NA,15,15,2,NA,7,4,NA,NA,NA,NA,NA,NA,6,3,3,2,2,4,4,4,4,1,1,1,1,2,1,2,1,2,2,4,3,2,2,4,30,9,3
2,NA,NA,NA,NA,NA,NA,3,5,7,4,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1998,23,6,NA,NA,1,9,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,1,1,2,NA,NA,NA,NA,NA,140,7,4
