respid,age,sex,wohnort,isced97,work,dw15,mstat,hhincc,hs04_r,hs06,hs07,hs05_r,hs09_r,distress,im17_r,im18_r,im19_r,im20_r,im21_r,soz.u,soz.u_na,soz.u_rmt,distress_na,distress_rmt
1793,76,2,Urban,3,4,NA,5,20,3,2,2,3,2,12,3,2,2,2,2,11,11,11,12,12
1796,41,1,Rural,3,1,40,5,21,4,3,4,4,1,16,3,3,3,1,1,11,11,11,16,16
1797,52,1,Urban,1,1,40,1,NA,3,3,3,3,2,14,3,2,3,3,2,13,13,13,14,14
1798,64,1,Urban,3,4,NA,1,NA,1,1,2,2,1,7,3,3,3,3,2,14,14,14,7,7
1799,68,1,Rural,3,4,NA,1,23,3,2,2,2,1,10,2,2,2,1,1,8,8,8,10,10
1801,75,2,Urban,2,4,NA,1,NA,3,2,2,2,1,10,3,2,3,3,2,13,13,13,10,10
1802,28,2,Urban,2,2,17,1,NA,3,2,3,3,1,12,3,2,2,1,2,10,10,10,12,12
1805,37,2,Urban,5,1,42.5,5,17,3,3,2,1,3,12,2,1,2,3,2,10,10,10,12,12
1807,63,1,Urban,3,4,NA,1,16,1,4,4,4,1,14,4,4,1,2,1,12,12,12,14,14
1808,39,1,Rural,3,1,50,1,19,3,2,2,2,1,10,2,2,1,2,2,9,9,9,10,10
1809,43,1,NA,3,1,48,5,NA,3,2,2,3,3,13,2,2,3,3,3,13,13,13,13,13
1810,62,2,Urban,5,1,40,4,23,2,1,3,1,2,9,3,3,2,2,2,12,12,12,9,9
1813,71,2,Rural,5,4,NA,1,19,2,2,2,3,2,11,3,3,3,2,2,13,13,13,11,11
1815,40,1,Rural,5,1,40,1,25,4,3,4,4,4,19,3,4,2,1,3,13,13,13,19,19
1816,25,2,Rural,5,4,NA,5,20,2,1,2,2,3,10,3,3,2,2,1,11,11,11,10,10
1817,67,1,Urban,6,4,NA,1,24,2,1,2,2,1,8,2,1,3,2,3,11,11,11,8,8
1819,43,1,NA,5,1,42,1,NA,4,3,3,4,1,15,2,1,1,2,2,8,8,8,15,15
1820,40,2,Urban,2,4,NA,5,10,4,3,1,4,4,16,4,4,2,2,1,13,13,13,16,16
1822,44,2,Urban,5,1,40.5,5,16,4,3,3,3,4,17,3,4,3,2,2,14,14,14,17,17
1823,44,1,Urban,4,1,38.5,6,22,4,3,4,4,3,18,3,4,3,4,3,17,17,17,18,18
1826,21,1,Urban,3,3,NA,5,19,3,2,4,3,3,15,3,2,3,2,2,12,12,12,15,15
1828,47,2,Urban,5,2,18.5,1,24,4,2,3,3,2,14,1,3,3,3,2,12,12,12,14,14
1829,31,2,Urban,3,1,32,5,14,4,4,3,3,1,15,4,4,1,1,2,12,12,12,15,15
1831,83,1,Urban,5,4,NA,NA,14,4,4,5,3,3,19,3,2,4,3,1,13,13,13,19,19
1832,74,2,Urban,3,4,NA,1,16,1,1,3,1,1,7,3,4,2,2,1,12,12,12,7,7
1833,46,2,Urban,5,1,41.5,5,19,3,3,3,3,4,16,4,2,3,2,2,13,13,13,16,16
1834,20,2,Rural,3,4,NA,5,22,4,4,3,3,2,16,3,3,2,2,2,12,12,12,16,16
1835,55,1,Urban,5,1,42,1,22,3,2,2,2,1,10,2,2,3,2,1,10,10,10,10,10
1836,34,2,Urban,5,3,NA,5,9,2,2,4,3,4,15,2,3,1,1,1,8,8,8,15,15
1838,80,1,Urban,4,3,NA,1,25,3,2,3,2,1,11,2,3,3,3,3,14,14,14,11,11
1839,79,1,Urban,5,NA,NA,1,14,2,4,3,2,1,12,4,4,3,4,4,19,19,19,12,12
1841,24,2,Urban,5,3,NA,5,2,3,3,4,3,4,17,3,2,2,1,1,9,9,9,17,17
1842,47,2,NA,5,4,NA,1,NA,3,3,3,3,3,15,3,3,3,3,3,15,15,15,15,15
1843,57,2,Rural,3,2,20,1,17,3,3,3,2,1,12,2,2,3,4,4,15,15,15,12,12
1845,34,2,NA,3,1,35.9,5,22,3,2,4,2,2,13,3,3,3,2,2,13,13,13,13,13
1846,35,2,Urban,5,2,30,1,20,2,3,2,2,1,10,2,2,3,3,3,13,13,13,10,10
1847,36,2,Urban,3,1,35,5,19,3,4,4,4,4,19,3,4,1,2,2,12,12,12,19,19
1850,68,2,Urban,5,4,NA,1,22,3,2,2,2,2,11,3,2,2,3,3,13,13,13,11,11
1852,55,2,Urban,5,2,35,1,NA,4,2,3,3,2,14,3,1,4,2,2,12,12,12,14,14
1854,38,2,Rural,3,4,NA,5,19,2,3,3,3,1,12,3,4,1,3,2,13,13,13,12,12
1855,49,1,Urban,5,2,32,5,25,2,1,3,1,1,8,3,3,1,2,1,10,10,10,8,8
1856,54,2,Rural,5,1,NA,1,24,3,3,3,4,3,16,2,2,3,2,2,11,11,11,16,16
1857,62,1,Urban,3,1,40,1,18,3,2,2,2,1,10,4,3,3,2,2,14,14,14,10,10
1858,26,1,Urban,2,1,41,5,17,5,3,3,5,3,19,3,2,3,3,3,14,14,14,19,19
1860,39,1,Urban,5,1,41.5,1,19,2,2,2,2,1,9,2,4,3,3,2,14,14,14,9,9
1861,71,2,NA,5,4,NA,1,15,3,2,2,2,2,11,3,2,3,2,2,12,12,12,11,11
1863,69,2,Urban,5,4,NA,1,19,2,2,4,3,2,13,2,4,2,2,2,12,12,12,13,13
1864,68,2,Urban,5,4,NA,1,15,2,3,3,3,3,14,2,2,2,2,2,10,10,10,14,14
1865,57,2,Urban,5,1,43,1,25,4,2,3,3,1,13,1,3,1,1,1,7,7,7,13,13
1866,21,2,Urban,3,3,NA,5,NA,3,2,3,1,1,10,3,2,2,2,2,11,11,11,10,10
1867,51,1,Rural,5,1,40,4,18,3,2,2,2,2,11,2,3,2,1,2,10,10,10,11,11
1868,82,1,Urban,2,4,NA,1,15,1,3,4,4,4,16,4,1,1,3,2,11,11,11,16,16
1870,66,2,Urban,3,3,NA,1,20,1,3,3,2,1,10,3,1,4,4,2,14,14,14,10,10
1871,25,2,Urban,5,3,NA,5,8,2,3,2,2,1,10,2,2,2,2,1,9,9,9,10,10
1872,22,2,Rural,5,3,NA,5,16,3,2,3,2,1,11,3,4,3,2,2,14,14,14,11,11
1876,72,1,Rural,4,4,NA,1,10,4,4,4,3,4,19,4,4,4,4,1,17,17,17,19,19
1877,35,2,Urban,4,1,38.5,1,23,4,2,1,2,2,11,1,2,2,3,3,11,11,11,11,11
1878,59,1,Rural,5,1,42.5,4,16,3,2,2,3,2,12,4,3,2,3,2,14,14,14,12,12
1880,58,1,Urban,3,1,41,1,21,3,2,2,1,1,9,2,3,3,3,3,14,14,14,9,9
1881,38,1,Urban,5,1,35.5,1,22,4,4,4,5,5,22,2,3,2,2,3,12,12,12,22,22
1882,50,2,Rural,3,2,32,1,22,4,3,4,4,1,16,3,3,3,2,2,13,13,13,16,16
1888,67,1,Urban,5,4,NA,4,20,2,2,3,2,1,10,3,1,4,4,3,15,15,15,10,10
1890,57,2,Urban,5,2,8,1,19,3,2,3,3,1,12,2,2,1,2,2,9,9,9,12,12
1891,69,1,Rural,5,4,NA,1,NA,3,2,3,2,2,12,3,2,3,3,3,14,14,14,12,12
1893,58,2,NA,5,2,30,1,NA,3,2,3,3,1,12,4,3,1,3,2,13,13,13,12,12
1895,69,2,Rural,5,4,NA,4,9,2,3,5,3,1,14,3,2,4,2,1,12,12,12,14,14
1896,54,1,Urban,3,1,44.5,1,20,4,3,3,1,1,12,3,2,2,2,2,11,11,11,12,12
1897,50,1,Urban,5,1,50,1,17,3,3,4,3,1,14,1,1,1,2,2,7,7,7,14,14
1898,20,2,Rural,3,4,NA,5,21,4,2,3,2,1,12,1,1,3,1,2,8,8,8,12,12
1900,94,1,Urban,3,4,NA,1,19,1,4,4,3,2,14,2,3,3,3,2,13,13,13,14,14
1901,59,1,Urban,5,1,38.5,1,23,2,2,3,1,1,9,4,3,2,3,2,14,14,14,9,9
1902,65,1,Urban,1,1,50,1,24,2,2,3,3,2,12,3,2,2,2,2,11,11,11,12,12
1903,33,1,Urban,4,1,40,5,14,4,3,3,3,2,15,2,3,3,3,1,12,12,12,15,15
1904,54,2,Rural,3,4,NA,1,17,4,4,3,4,3,18,3,3,1,1,1,9,9,9,18,18
1906,94,2,Urban,3,4,NA,3,10,1,2,3,3,3,12,4,4,3,1,1,13,13,13,12,12
1907,48,1,Urban,6,2,31,1,23,3,2,3,3,1,12,2,2,2,2,2,10,10,10,12,12
1908,80,2,Urban,3,4,NA,3,12,2,4,3,3,3,15,2,3,3,2,2,12,12,12,15,15
1909,66,2,Urban,5,4,NA,4,15,3,2,2,1,2,10,3,1,3,2,2,11,11,11,10,10
1912,20,2,Urban,3,4,NA,5,NA,4,2,2,3,3,14,3,3,2,3,2,13,13,13,14,14
1913,22,1,Urban,3,4,NA,5,15,3,2,3,2,1,11,2,2,2,2,2,10,10,10,11,11
1916,52,1,Rural,3,1,40,1,17,3,3,3,3,2,14,3,3,1,2,1,10,10,10,14,14
1917,51,2,Urban,5,2,40,1,16,3,2,2,2,1,10,3,4,3,2,1,13,13,13,10,10
1918,25,1,Urban,2,4,NA,5,4,4,4,4,4,4,20,4,3,1,3,1,12,12,12,20,20
1919,72,2,Urban,3,4,NA,1,22,3,2,3,3,2,13,3,3,3,2,2,13,13,13,13,13
1920,57,1,Urban,3,1,40,4,13,4,4,3,3,4,18,1,2,3,3,1,10,10,10,18,18
1921,61,2,Urban,2,1,40,1,15,3,4,4,2,1,14,1,1,1,1,1,5,5,5,14,14
1922,25,2,Urban,5,3,NA,5,11,3,3,4,4,2,16,3,3,2,2,2,12,12,12,16,16
1924,36,2,Urban,3,2,35,1,20,4,3,3,4,4,18,3,4,2,2,2,13,13,13,18,18
1925,21,2,Rural,5,4,NA,5,NA,3,2,2,4,2,13,3,4,3,2,2,14,14,14,13,13
1926,30,1,Urban,4,1,40,5,19,4,2,3,2,2,13,2,2,2,3,1,10,10,10,13,13
1929,45,1,Urban,3,1,50,5,15,1,1,2,1,2,7,3,3,1,1,1,9,9,9,7,7
1930,55,1,Rural,5,1,42,1,23,4,3,3,4,2,16,3,1,3,4,4,15,15,15,16,16
1933,80,1,Urban,3,4,NA,1,15,3,3,2,3,2,13,4,4,4,4,3,19,19,19,13,13
1934,61,1,Urban,5,2,25,1,NA,3,2,2,2,2,11,3,2,4,3,3,15,15,15,11,11
1935,41,2,Urban,5,2,30,1,23,4,3,4,3,1,15,2,3,2,3,2,12,12,12,15,15
1936,35,1,Urban,5,2,20.5,1,14,4,4,2,4,2,16,3,3,2,2,2,12,12,12,16,16
1937,83,1,Urban,5,4,NA,2,19,3,4,4,4,3,18,3,2,3,3,3,14,14,14,18,18
1939,19,2,Urban,3,3,NA,5,NA,1,2,2,1,1,7,3,3,2,3,1,12,12,12,7,7
1940,75,1,Urban,3,4,NA,1,16,1,3,3,3,1,11,4,4,2,1,1,12,12,12,11,11
1941,52,2,Rural,5,1,40,4,19,3,2,2,2,1,10,3,2,1,1,1,8,8,8,10,10
1942,25,1,Urban,5,1,40,5,15,3,2,3,2,1,11,3,4,2,1,1,11,11,11,11,11
1944,44,1,Rural,5,1,40,1,23,4,3,4,3,2,16,3,2,2,3,2,12,12,12,16,16
1947,53,2,Rural,3,1,40,3,19,4,4,4,3,1,16,3,4,2,2,1,12,12,12,16,16
1949,43,1,Rural,5,1,36,1,23,1,2,3,1,1,8,2,3,2,1,2,10,10,10,8,8
1951,58,1,Rural,3,1,40,1,20,3,2,3,3,2,13,3,2,3,3,3,14,14,14,13,13
1952,47,2,Rural,5,2,27,5,23,4,3,4,2,1,14,2,1,3,3,2,11,11,11,14,14
1957,73,1,Rural,5,4,NA,1,22,3,3,3,3,3,15,3,3,4,3,3,16,16,16,15,15
1958,46,2,NA,5,2,NA,1,NA,4,3,3,4,3,17,2,2,1,2,2,9,9,9,17,17
1959,53,2,Rural,5,2,30.5,1,19,4,3,4,3,1,15,2,3,2,2,1,10,10,10,15,15
1960,71,1,Rural,5,4,NA,1,22,2,2,2,1,1,8,2,4,3,3,2,14,14,14,8,8
1961,36,2,Rural,5,1,39.5,5,21,3,1,2,2,1,9,2,1,1,3,2,9,9,9,9,9
1963,50,2,Urban,5,1,50,1,24,4,4,4,3,3,18,2,1,3,1,3,10,10,10,18,18
1966,55,2,Rural,3,1,87.5,1,NA,1,1,1,1,1,5,4,1,2,1,1,9,9,9,5,5
1967,61,1,Urban,5,4,NA,2,NA,3,3,4,3,3,16,3,2,3,2,2,12,12,12,16,16
1969,70,2,Rural,5,4,NA,1,16,4,3,2,3,2,14,4,4,2,2,1,13,13,13,14,14
1970,39,2,Rural,4,4,NA,5,19,2,2,3,2,3,12,2,1,2,2,2,9,9,9,12,12
1971,64,1,Urban,4,4,NA,1,20,2,2,3,1,1,9,3,2,2,2,4,13,13,13,9,9
1972,67,2,Rural,4,4,NA,1,19,1,5,5,5,5,21,3,2,3,2,2,12,12,12,21,21
1974,51,2,Rural,5,1,40,1,24,1,2,2,2,4,11,2,2,3,3,3,13,13,13,11,11
1975,88,1,Rural,5,4,NA,3,21,3,2,3,3,1,12,3,1,3,3,2,12,12,12,12,12
1977,49,2,Urban,3,1,40,1,21,4,3,3,3,3,16,3,2,2,2,2,11,11,11,16,16
1978,27,1,Urban,5,1,40,5,16,2,2,3,3,3,13,2,3,2,2,3,12,12,12,13,13
1979,38,2,Urban,5,2,21,5,24,3,4,3,4,3,17,3,3,1,1,1,9,9,9,17,17
1980,30,2,Urban,5,1,40,1,NA,5,2,2,4,4,17,2,2,2,2,2,10,10,10,17,17
1982,56,2,Urban,5,2,37,1,24,4,3,3,4,3,17,2,3,3,3,2,13,13,13,17,17
1983,80,1,Urban,5,4,NA,1,18,3,2,3,2,3,13,1,2,4,3,4,14,14,14,13,13
1984,42,2,Urban,5,4,NA,5,3,4,3,4,4,4,19,3,2,1,2,1,9,9,9,19,19
1985,69,2,Urban,3,4,NA,1,19,3,3,3,4,1,14,3,2,3,3,2,13,13,13,14,14
1987,68,1,Urban,2,4,NA,1,19,1,1,2,1,1,6,1,1,3,3,1,9,9,9,6,6
1988,50,2,Urban,3,2,36,5,21,3,3,4,4,3,17,2,2,3,2,2,11,11,11,17,17
1989,60,2,Rural,3,1,38.5,1,21,2,2,2,2,1,9,3,3,3,3,2,14,14,14,9,9
1990,22,1,Rural,4,1,50,5,24,3,3,3,1,1,11,3,1,4,4,3,15,15,15,11,11
1991,20,1,Urban,3,1,43,5,14,4,2,2,2,2,12,1,1,4,3,4,13,13,13,12,12
1994,38,2,Urban,3,2,20,1,17,3,3,3,2,1,12,3,4,1,2,2,12,12,12,12,12
1995,30,2,Urban,5,4,NA,1,15,3,2,2,2,1,10,1,4,2,2,2,11,11,11,10,10
1996,40,1,Urban,3,1,38,1,NA,4,3,3,4,1,15,3,2,4,2,2,13,13,13,15,15
1997,45,1,Urban,2,1,40,1,15,4,4,5,5,3,21,3,4,4,2,1,14,14,14,21,21
1999,66,2,Urban,3,4,NA,4,14,2,3,5,4,5,19,3,1,2,1,3,10,10,10,19,19
2000,72,1,Rural,2,3,NA,1,14,3,3,4,3,2,15,4,4,2,1,1,12,12,12,15,15
2001,62,2,Urban,5,1,40,5,17,3,2,3,2,2,12,2,1,3,1,2,9,9,9,12,12
2002,52,1,Urban,3,1,40,4,14,3,3,4,4,4,18,3,2,4,3,1,13,13,13,18,18
2003,36,2,Urban,3,1,40,1,15,3,3,1,4,3,14,4,4,1,1,1,11,11,11,14,14
2004,33,1,Urban,5,1,40,5,22,2,3,4,3,3,15,3,3,3,1,1,11,11,11,15,15
2006,68,1,Rural,3,4,NA,1,15,3,3,4,3,3,16,3,3,3,2,2,13,13,13,16,16
2007,63,2,Urban,6,1,42,3,15,4,3,3,3,3,16,3,3,4,3,2,15,15,15,16,16
2008,46,1,Rural,5,1,40,1,24,4,3,3,3,2,15,3,3,2,2,2,12,12,12,15,15
2009,53,1,Rural,3,1,40,5,10,3,2,2,3,2,12,3,2,3,2,2,12,12,12,12,12
2010,68,1,Urban,3,4,NA,1,19,3,4,3,2,1,13,1,2,3,2,3,11,11,11,13,13
2011,52,1,Urban,3,1,40,1,20,3,2,1,1,1,8,2,2,4,3,2,13,13,13,8,8
2012,58,2,Rural,2,1,38,1,20,4,3,3,3,1,14,2,3,2,1,2,10,10,10,14,14
2013,70,2,Urban,5,4,NA,1,24,2,2,3,3,1,11,3,4,1,2,1,11,11,11,11,11
2015,66,2,Rural,5,4,NA,1,17,3,4,3,3,3,16,3,2,2,2,2,11,11,11,16,16
2016,27,1,Rural,3,1,45,5,19,5,4,3,5,1,18,2,2,3,4,2,13,13,13,18,18
2017,33,1,Urban,3,1,40,5,NA,3,2,3,2,1,11,3,3,2,2,2,12,12,12,11,11
2019,51,2,Rural,3,2,20,1,18,3,2,3,2,1,11,2,3,2,2,2,11,11,11,11,11
2025,61,1,Urban,5,1,40,1,NA,3,2,2,2,1,10,4,3,3,3,2,15,15,15,10,10
2027,52,2,Urban,3,2,30,1,24,4,4,3,4,1,16,3,4,3,2,2,14,14,14,16,16
2028,33,1,Rural,5,1,39,1,20,4,3,3,3,1,14,3,3,3,1,2,12,12,12,14,14
2030,70,1,Urban,5,4,NA,3,16,1,2,3,2,4,12,4,3,1,1,1,10,10,10,12,12
2031,64,1,Urban,5,1,35,1,25,2,2,3,1,1,9,2,1,2,3,2,10,10,10,9,9
2032,59,2,Urban,4,4,NA,1,NA,2,2,2,1,1,8,1,1,4,3,3,12,12,12,8,8
2033,68,2,Urban,3,3,NA,1,15,3,2,3,3,3,14,2,3,1,1,1,8,8,8,14,14
2035,55,2,Urban,3,2,37,1,21,3,3,3,4,2,15,2,1,2,1,1,7,7,7,15,15
2037,68,2,Urban,5,4,NA,1,23,3,2,2,2,1,10,3,3,3,2,2,13,13,13,10,10
2039,57,1,Urban,3,1,35,1,19,3,2,2,2,1,10,4,3,3,1,2,13,13,13,10,10
2040,35,2,Urban,5,4,NA,5,23,2,3,3,3,2,13,3,2,3,3,3,14,14,14,13,13
2041,21,2,Urban,3,2,35,5,15,4,3,5,3,4,19,3,3,1,1,1,9,9,9,19,19
2044,30,2,Urban,5,1,37,5,20,3,2,4,2,1,12,3,2,3,2,2,12,12,12,12,12
2046,74,2,Rural,5,4,NA,1,19,1,3,5,3,1,13,4,4,1,2,1,12,12,12,13,13
2047,57,2,Urban,5,2,20,3,NA,4,3,3,4,2,16,4,3,3,3,3,16,16,16,16,16
2048,52,2,Urban,5,2,20,1,NA,3,2,2,3,3,13,2,1,4,4,3,14,14,14,13,13
2049,24,1,Rural,3,1,40,5,19,4,4,4,4,2,18,2,4,1,1,1,9,9,9,18,18
2050,56,1,NA,2,2,20,1,NA,2,2,2,2,2,10,4,4,1,4,4,17,17,17,10,10
2051,46,2,Urban,3,4,NA,4,17,3,3,3,3,2,14,2,2,2,3,2,11,11,11,14,14
2053,64,2,Urban,5,4,NA,4,NA,2,2,5,1,1,11,3,1,3,2,2,11,11,11,11,11
2056,93,2,Urban,6,4,NA,5,15,1,1,2,1,1,6,3,2,4,4,3,16,16,16,6,6
2057,33,1,Urban,5,1,42,1,20,5,3,3,3,1,15,4,4,1,1,1,11,11,11,15,15
2059,20,1,NA,3,2,35,5,23,5,2,2,3,3,15,2,3,1,1,1,8,8,8,15,15
2060,59,1,Rural,3,1,45.5,5,20,2,2,2,1,1,8,3,3,1,3,3,13,13,13,8,8
2063,68,2,Urban,3,4,NA,1,15,4,3,3,4,3,17,4,3,1,1,1,10,10,10,17,17
2064,78,2,Urban,3,4,NA,3,14,2,3,2,2,2,11,3,3,4,2,2,14,14,14,11,11
2065,58,1,Rural,3,3,NA,5,4,3,2,4,3,2,14,3,1,2,3,2,11,11,11,14,14
2067,73,2,Urban,5,4,NA,1,19,1,1,2,1,1,6,4,2,3,3,2,14,14,14,6,6
2068,68,2,Urban,3,4,NA,1,11,3,2,3,2,1,11,4,2,4,4,3,17,17,17,11,11
2069,64,2,Urban,3,4,NA,1,16,5,3,3,4,1,16,3,1,2,3,2,11,11,11,16,16
2071,68,1,Urban,4,3,NA,1,22,3,2,2,1,1,9,3,4,2,3,2,14,14,14,9,9
2074,24,2,Urban,NA,4,NA,5,NA,4,3,4,1,4,16,2,3,3,3,2,13,13,13,16,16
2075,65,1,Urban,5,3,NA,1,20,2,2,2,2,3,11,3,3,3,2,2,13,13,13,11,11
2076,40,2,Rural,5,NA,NA,1,21,4,2,3,2,1,12,1,1,4,4,4,14,14,14,12,12
2077,28,2,Rural,3,1,40,5,NA,4,4,5,4,1,18,2,1,3,3,1,10,10,10,18,18
2078,43,1,Rural,5,1,45,1,NA,2,2,2,1,1,8,2,2,4,3,2,13,13,13,8,8
2079,73,1,Urban,5,4,NA,1,23,1,2,2,3,1,9,2,3,1,1,1,8,8,8,9,9
2081,52,2,Urban,3,1,40,1,NA,4,2,2,3,1,12,4,2,1,3,1,11,11,11,12,12
2082,70,2,Rural,5,4,NA,1,22,2,2,3,3,2,12,3,4,1,2,1,11,11,11,12,12
2083,48,1,Urban,3,1,40,1,23,3,2,3,3,1,12,2,1,3,2,2,10,10,10,12,12
2085,82,2,Rural,3,4,NA,3,NA,1,2,2,2,1,8,4,3,2,2,1,12,12,12,8,8
2086,63,1,Urban,5,1,45,1,23,3,2,3,2,1,11,2,3,2,2,2,11,11,11,11,11
2087,69,1,Rural,5,4,NA,1,23,2,2,2,2,2,10,3,2,4,3,2,14,14,14,10,10
2090,72,2,Urban,5,4,NA,1,20,2,2,2,2,1,9,2,2,2,2,3,11,11,11,9,9
2093,62,1,Urban,3,2,36,1,NA,2,2,2,1,1,8,2,1,2,2,3,10,10,10,8,8
2095,80,2,Urban,3,4,NA,1,17,2,2,2,1,1,8,4,4,1,1,2,12,12,12,8,8
2097,35,2,Rural,3,2,7,5,21,4,3,3,3,2,15,2,3,1,1,2,9,9,9,15,15
2099,65,1,Urban,3,4,NA,5,7,2,2,2,2,2,10,4,4,2,3,2,15,15,15,10,10
2100,80,2,Urban,2,4,NA,3,NA,2,4,2,3,3,14,3,2,3,3,3,14,14,14,14,14
2101,65,1,Urban,5,1,42,1,25,3,2,3,1,1,10,2,2,4,3,3,14,14,14,10,10
2102,65,1,Rural,3,1,40,1,NA,2,2,2,2,1,9,3,2,1,2,2,10,10,10,9,9
2103,72,1,Rural,3,4,NA,1,17,2,2,3,1,1,9,3,2,4,4,3,16,16,16,9,9
2104,47,1,Urban,5,4,NA,1,19,2,3,4,4,3,16,2,3,2,2,1,10,10,10,16,16
2106,54,2,Urban,5,2,30,5,13,3,3,2,3,1,12,3,3,3,3,2,14,14,14,12,12
2107,78,1,Urban,3,4,NA,4,12,1,2,3,2,1,9,3,3,3,3,2,14,14,14,9,9
2111,53,2,Urban,5,1,38,1,21,4,3,3,4,2,16,3,3,2,1,2,11,11,11,16,16
2114,38,1,Urban,3,1,38.5,5,13,3,3,3,2,2,13,4,2,3,3,2,14,14,14,13,13
2116,57,1,Urban,3,1,50,1,20,3,2,3,3,1,12,1,3,1,3,2,10,10,10,12,12
2119,70,2,Rural,3,4,NA,1,17,4,4,4,4,3,19,2,2,3,3,3,13,13,13,19,19
2120,37,2,Urban,3,2,34.5,1,22,3,2,2,2,1,10,3,1,2,2,2,10,10,10,10,10
2121,41,2,Urban,3,1,37,5,12,3,2,3,3,2,13,3,4,2,2,1,12,12,12,13,13
2122,51,2,Urban,5,2,19.5,1,21,5,4,4,5,1,19,3,3,3,3,3,15,15,15,19,19
2125,84,2,Urban,3,4,NA,3,12,1,2,3,4,2,12,3,4,3,3,1,14,14,14,12,12
2128,61,2,Urban,5,1,40,4,22,3,2,2,2,1,10,1,3,2,2,2,10,10,10,10,10
2129,45,2,Rural,5,3,NA,5,11,2,3,4,3,1,13,3,2,2,2,3,12,12,12,13,13
2130,60,2,Urban,3,1,38.5,5,26,3,4,5,3,1,16,2,1,4,3,4,14,14,14,16,16
2132,54,1,Urban,5,1,41,1,20,3,2,3,1,1,10,2,1,2,2,2,9,9,9,10,10
2133,33,2,Rural,5,4,NA,5,13,2,3,3,4,1,13,4,4,1,1,1,11,11,11,13,13
2134,60,1,Urban,5,1,37.5,1,20,1,2,3,1,1,8,2,2,3,2,1,10,10,10,8,8
2135,46,2,Urban,5,4,NA,2,7,3,4,4,3,3,17,3,2,3,1,2,11,11,11,17,17
2136,59,2,Rural,3,2,24.5,1,19,4,2,3,3,2,14,3,2,2,2,2,11,11,11,14,14
2137,71,1,Urban,3,4,NA,1,12,2,2,2,2,1,9,3,2,3,3,2,13,13,13,9,9
2138,61,1,Urban,5,1,50,1,24,4,3,2,3,2,14,2,2,3,2,2,11,11,11,14,14
2139,59,1,Rural,3,1,40,5,19,3,2,2,2,1,10,3,2,2,3,3,13,13,13,10,10
2140,39,2,Urban,3,3,NA,5,12,5,5,5,5,3,23,4,4,2,1,1,12,12,12,23,23
2143,23,2,Urban,3,1,40,5,19,2,2,2,1,1,8,2,1,4,4,4,15,15,15,8,8
2146,20,1,Urban,3,4,NA,5,22,2,2,2,2,2,10,1,2,1,2,3,9,9,9,10,10
2148,58,1,Rural,5,1,NA,1,NA,1,5,1,1,1,9,2,2,3,2,1,10,10,10,9,9
2149,73,NA,Urban,5,3,NA,3,14,3,2,2,1,1,9,3,4,1,1,1,10,10,10,9,9
2150,45,1,Rural,3,1,40,5,20,2,2,3,2,3,12,3,2,2,2,1,10,10,10,12,12
2151,20,2,Rural,3,4,NA,5,23,4,2,3,4,2,15,2,2,2,3,1,10,10,10,15,15
2152,41,2,Urban,5,4,NA,4,15,4,4,4,4,4,20,3,3,1,2,1,10,10,10,20,20
2153,22,1,Rural,4,1,39,5,21,4,1,3,3,3,14,3,3,3,4,1,14,14,14,14,14
2154,82,2,Rural,5,4,NA,1,19,3,3,4,3,1,14,3,3,4,2,1,13,13,13,14,14
2155,56,1,Urban,6,1,40,1,21,4,2,3,3,1,13,3,2,2,2,3,12,12,12,13,13
2156,61,1,Rural,5,1,39.5,1,23,4,2,3,3,1,13,2,3,3,1,2,11,11,11,13,13
2158,56,1,Urban,3,1,38,1,NA,2,2,2,2,1,9,2,2,4,3,3,14,14,14,9,9
2159,62,1,Urban,5,4,NA,1,16,4,4,5,4,4,21,3,3,1,2,2,11,11,11,21,21
2162,73,1,Urban,5,4,NA,4,15,2,1,2,3,1,9,4,2,4,4,3,17,17,17,9,9
2164,64,2,Urban,5,3,NA,1,NA,2,2,2,2,1,9,3,3,1,3,1,11,11,11,9,9
2166,83,1,Urban,5,4,NA,2,19,1,2,3,3,1,10,3,4,2,2,1,12,12,12,10,10
2167,62,1,Urban,5,1,60,1,26,3,3,3,3,2,14,1,2,3,3,3,12,12,12,14,14
2168,49,2,Rural,5,2,22.3,1,20,2,2,2,2,1,9,3,2,3,2,2,12,12,12,9,9
2170,21,1,Rural,2,1,40,5,15,3,5,4,5,2,19,3,2,2,3,2,12,12,12,19,19
2172,55,1,Urban,2,1,48.5,1,22,2,2,3,2,1,10,4,1,3,3,1,12,12,12,10,10
2173,70,2,Urban,2,4,NA,1,NA,3,2,3,2,1,11,2,1,2,1,2,8,8,8,11,11
2176,32,2,NA,3,3,NA,5,NA,3,2,5,4,2,16,4,4,1,1,1,11,11,11,16,16
2177,54,1,Urban,3,1,50,1,23,4,4,4,4,1,17,2,2,1,2,2,9,9,9,17,17
2183,59,2,Urban,2,2,30,1,19,3,2,3,3,2,13,3,2,2,2,1,10,10,10,13,13
2184,27,1,Urban,5,1,42,5,NA,4,3,3,4,3,17,3,4,3,1,1,12,12,12,17,17
2186,61,2,Urban,3,1,39.5,1,26,3,3,2,2,1,11,2,2,2,3,2,11,11,11,11,11
2189,80,2,Rural,3,4,NA,3,NA,3,3,3,3,3,15,3,3,3,3,3,15,15,15,15,15
